구인상태,사업장명,근무지역,직종,연령,성별,급여,근무시간,채용인원,근무내용,지원방법,지원서류,업종,종류,구인제목,근무형태,경력조건,접수마감
구인마감,씨유 서경대점,성북구,편의점 판매원,만55세~65세,무관,"시급 8,720원",,2명,"[ 씨유 편의점 야근 근무 모집 ]-직무내용 : 편의점 내 판매 등 업무-고용인원 및 근무시간 : -1명: 수, 목 23:50~07:00-1명: 금, 토 23:50~07:00(* 각각 1명씩 구인하지만, 수~토(4일 근무) 모두 근무가능하신 분도 가능)-급여 : 시급 8,720원-기타 : 야간근무 가능자 -근무 예정지 : 우이신설 북한산보국문역(서경대) 1번 출구",별도문의 02-6220-8640,,,민간,성북구 편의점 판매원 모집,,무관,모집 완료 시 마감
구인마감,씨유 보문아남점,성북구,편의점 판매원,만55세~65세,무관,"시급 8,720원",,2명,"[ 씨유 편의점 야근 근무 모집 ]-직무내용 : 편의점 내 판매 등 업무-고용인원 및 근무시간 : (* 요일은 협의 가능)-일,월,화(1명) : 23:00~07:00 (일요일은 22시 근무시작)-금,토(1명) : 23:00~07:00-급여 : 시급 8,720원-기타 : 야간근무 가능자 -근무 예정지 : 6호선 보문역 8번 출구 또는 6호선 창신역 4번 출구",별도문의 02-6220-8640,,,민간,성북구 편의점 판매원 모집,,무관,모집 완료 시 마감
구인마감,(주)다인맨파워,종로구,세차원,만55세~65세,무관,월 175~180만원,,1명,"[ GS건설 임원차량 손세차원 모집 ]-직무내용 : 임원차량 내부, 외부 손세차 (2인 1조 형태로 근무함)-근무시간 : 7시~2시 30분(휴게시간 30분) / (시간협의 가능)-급여 : 월 175~180만원-근무 예정지 : 1호선 종각역 근처 위치",별도문의 02-6220-8640,,,민간,종로구 세차원 모집,,무관,모집 완료 시 마감
구인마감,(주)에스오에스안전감시단,경기도 파주시,안전감시단,만55세~59세,남,월 270~290만원,,4명,"[ 파주 운정 안전감시단 모집 ]-직무내용 : 건설현장 안전감시 및 안전관리를 통한 현장무재해 달성-근무시간 : 07:00~17:00 / 주 6일 근무-급여 : 270~290만원-면접장소 : 경기도 의왕시 부곡중앙남1길 9, 201호 (삼동, 하이캐슬)-근무예정지 : 경기도 파주시 당하동 440(* 면접은 본사인 경기도 의왕시에서 진행하며, 근무예정지는 파주 운정입니다.)",별도문의 02-6220-8640,,,민간,경기도 파주시 안전감시단 모집,,무관,모집 완료 시 마감
구인마감,씨유 종암SK2차점,성북구,편의점 판매원,만55세~65세,무관,"시급 8,720원",,4명,"[ 편의점 야간 스태프(판매원) ]-직무내용 : 편의점 내 계산, 매장청소 -고용인원 및 근무시간  월,화(1명) : 밤 12:00~오전 07:00수,목(1명) : 밤 12:00~오전 07:00금,토(1명) : 밤 12:00~오전 07:00일(1명) : 밤 12:00~오전 07:00-급여 : 시급 8,720원 -기타 : 야간근무 가능자 -근무 예정지 : 6호선 월곡역 1번 출구 위치",별도문의 02-6220-8640,,,민간,성북구 편의점 판매원 모집,,무관,모집 완료 시 마감
구인마감,120다산콜재단 21년 3차직원(기간제근로자),동대문구,상담직(전화 상담),무관,무관,상세내용 참고,,50명,* 접수방법 : 재단 전용 온라인 채용사이트                 https://recruit.incruit.com/120dasan/job/2021093005,별도문의 02-6220-8640,,,민간,동대문구 상담직(전화 상담) 모집,,무관,모집 완료 시 마감
구인마감,믿음치과기공소,중랑구,지하철 택배원,만 65세이상 ~,남,월급 40만원,,2명,-직무내용 : 치과기공물의 배달 및 수거-근무시간: 월~금 06:00~11:00 시간협의 가능 / 토요일은 3주에 한번씩 근무-인근 거주자 지원 희망,별도문의 02-6220-8640,,,민간,중랑구 지하철 택배원 모집,,무관,모집 완료 시 마감
구인마감,햇살어린이집,성동구,어린이집 급식 조리사,만 55세~64세 (정년있음),여,상세내용 참고,,1명,"[ 어린이집 조리사 ]-직무내용 :  ㄴ 급식, 간식 조리 주방 관리 (어른 6인분정도 분량) ㄴ 간단한 한식 조리 가능한 분 (자격증 없어도 됨)-근무시간 : 주5일 근무 / 08:30~13:00 (휴게시간:12:00~12:30)-급여 : 월급 916,000원-기타 : 바로 근무 가능자 희망 -근무 예정지 : 3호선 옥수역 4번 출구 위치",별도문의 02-6220-8640,,,민간,성동구 어린이집 급식 조리사 모집,,무관,모집 완료 시 마감
구인마감,알유스포츠 계동점 / (주)타이거알유,종로구,청소원,만55세~만65세,남,"시급 8,720원",19:00~22:00,1명,"-직무내용 : 스포츠센터 (헬스,골프) 전체 미화, 남자락카 정리, 탕(샤워실) 청소                    ㄴ 어려운 작업 없음 (초보 가능) -근무시간 : 19:00~22:00 / 주 5일 근무 / 1달에 2회정도 주중근무 하루 빼고, 미화 직원들과 함께 탕(샤워실) 청소를 진행예정-급여 : 시급 8,720원-근무 예정지 : 3호선 안국역 3번 출구에서 도보 5-10분 거리 위치",별도문의 02-6220-8640,,,민간,종로구 청소원 모집,,무관,모집 완료 시 마감
구인마감,환경운동연합에코생활협동조합,종로구,배송 운전원,만55세~59세,남,월급 100만원,,1명,[ 배송기사님 ]-직무내용 : 배송 (슈퍼 내 물품) -근무시간 :주 5일 근무 : 13:30~16:00(3일) / 09:00~16:30(2일) / 휴게시간 12:00~12:30ㄴ 근무요일 협의-급여 : 월급 100만원 -근무조건 : 운전면허 필수 (*배송차량 : 레이) -근무 예정지 : 3호선 경복궁역 2번 출구에서 도보 10분 거리 위치,별도문의 02-6220-8640,,,민간,종로구 배송 운전원 모집,,무관,모집 완료 시 마감
구인마감,[시니어인턴십] 어바웃엠 협동조합,성동구,"공예, 조리",만 60세~69세,여,상세내용 참고,,2명,"-직무내용 : 친환경 수세미 뜨개질 업무, 세제 소분샵 관리 (친환경 공방 업무)-근무시간 : 주 3일 근무, 14:00~17:30 (월화수 / 목금토)-급여 : 월급 398,000원-고용형태 : 계약기간 3개월 -근무 예정지 : 5호선 마장역 2번 출구에서 도보 5분 거리 위치 시니어인턴십 참여 가능자 (만60세 이상 아래 제외조건 해당하지 않는 자)*참여제한:-중앙정부 및 지방자치단체 재정지원일자리사업 등에 참여 중인 자-인턴십 참여 직전 90일 이내 해당기업에 취업사실이 있는 자-당해년도 인턴십 참여 도중 2회 이상 중도포기한 자-인턴십 참여 시작일 기준, 타 사업장 고용보험에 가입되어 있는 경우-인턴십에 참여한 자가 동일 사업장에 재 참여하는 경우-동일인이 당해연도에 2개 이상 사업장에 참여하는 경우-채용예정인 기업의 사업주와 배우자, 직계인척(사위-처부모, 며느리-시부모), 직계존비속, 혈족(형제,자매 등)관계에 있는 자-자영업자(사업자등록증 보유 기준)",별도문의 02-6220-8640,,,민간,"성동구 공예, 조리 모집",,무관,모집 완료 시 마감
구인마감,씨유 신대방타운점,동작구,편의점 판매원,만 55세~65세,무관,상세내용 참고,,2명,-직무내용 : 편의점 스태프 모집 / 편의점 운영 및 관리하실 성실한 분 모집-근무시간 : 주5일 근무 / 15:00~익일08:00 (휴게시간 별도)-급여 : 월급 180만원~200만원 -고용형태 : 계약기간 6개월 (계약 만료 후 추가 근무 검토)-근무 예정지 : 7호선 신대방삼거리역 2번 출구에서 도보 10분 거리 위치,별도문의 02-6220-8640,,,민간,동작구 편의점 판매원 모집,,무관,모집 완료 시 마감
구인마감,동작요양원,동작구,요양보호사,무관,여,상세내용 참고,,4명,"-직무내용 : 어르신 돌봄 요양보호사-근무조건 : 경력 1년 이상 우대, 요양보호사 1급 필수-근무시간 : **근무조건 3가지 형태 중 택일 (*면접시 협의) 1. 올근무-휴-휴 / (1일 9:00~익일9:00) 근무 후 2일 휴무2. 주주 야야 휴휴 (주간: 09:00~18:00 / 야간: 21:00~익일6:00)3. 야간근무(주 5일), 21:00~익일9:00-급여 : 월급 182만원~220만원 -근무 예정지 : 7호선 신대방삼거리역 2번 출구에서 도보 10분 거리 위치",별도문의 02-6220-8640,,,민간,동작구 요양보호사 모집,,경력,모집 완료 시 마감
구인마감,[정보] 고령자 음성 및 설문조사 데이터 수집,본문참조,본문참조,65세이상,본문참조,1회선 1만원,,본문참조,"한국데이터산업진흥원 주관으로 인공지능 데이터셋 구축을 위한설문조사 및 음성 녹음 참여자를 모집 합니다.[모집기간] 21년 09월 09일 ~ 10월 15일[모집대상] 만 65세 이상 어르신[모집내용] 1. 식습관 관련 설문조사 응답(10,000원) / 30분 소요                  2. 강의 관련 질문 음성 녹음(10,000원) / 30분~1시간 소요*첨부 된 안내문 참조[신청 및 문의]  010-5037-5178 (테스트웍스)",본문참조,안내문.zip,,민간,본문참조 본문참조 모집,,무관,모집 완료 시 마감
구인마감,금연지도원 모집 공고,중구,금연지도원,무관,무관,상세내용 참고,,20명,"1. 모집 대상 및 인원○ 대상: 금연지도원○ 모집 인원: 20명※ 금연지도원이란: 금연구역의 효과적인 관리를 위해 행정기관의 위촉을 받아 금연구역에서의 흡연행위 감시 등 금연사업을 지원하는 모범 시민○ 운영 개요- 금연지도원으로 위촉된 후 아래 3호 금연사업 활동 임무 수행- 1일 활동비 5만원 지급※ 활동 일수는 사업 추진 상황이나 예산 사정에 따름2. 위촉 및 활동 기간○ 2021. 10. 1.~2023. 9. 30. (2년 간)※ 활동일, 활동시간은 제4호를 참조3. 활동 업무가. 금연구역에서의 시설기준 이행 상태 점검나. 금연구역에서의 흡연행위 감시 및 계도 활동다. 금연을 위한 조치를 위반한 자에 대한 증거 수집 등 조치라. 중구 관할 구역 내 금연시설 및 흡연구역 실태 파악 조사마. 그 밖에 금연 환경 조성을 위한 금연 홍보 및 금연 교육 사업 지원4. 활동 시간 및 활동비 지급○ 활동일: 금연 사업 계획 일정 및 활동 요청 시○ 활동 시간: 1일 5시간 이상 근무※ 근무일(기간) 및 시간은 사업추진 상황 및 예산 상황 등에 따라 변동될 수 있음※ 1인당 활동일수는 활동 기간, 결원, 사업비 등에 따라 탄력적 운영○ 활동 수당- 5만원: 평일 주간(09시~18시 내 4시간 활동)- 6만원: 평일 야간(18시~23시 내 3시간) 또는 휴일 주간(3시간) - 필요 시 요청5. 응모 자격○ 법적 요건: 아래 1), 2) 중 하나를 충족해야 함1) 비영리법인 또는 비영리민간단체의 장의 추천을 받은 자2) 보건정책 관련 교육과정을 4시간 이상 이수한 자※ 이수하지 않아도 위촉 전 우리 구 교육으로 갈음할 수 있음○ 필수 조건: 금연구역 현장 지도·점검 수행이 가능한 언행에 불편이 없는 신체 건강한 자○ 기타 사항: 성별 및 연령 제한 없으며, 거주지 상관 없음○ 우선 선발 사항- 금연, 건강, 식품위생 등 보건정책 등 관련 업무를 6개월 이상 수행한 경력자 (※경력 증명서(확인서) 제출 필요)- 현재 흡연을 하고 있지 않은 자 및 흡연자이나 금연을 결심한 자- 모집 인원이 초과될 경우 중구 거주자를 우선 선발6. 모집 후 선발 절차○ 심사위원회를 통한 1차 서류 전형, 2차 면접 전형 실시○ 1차 서류 심사: 7호 제출서류로 평가○ 2차 면접 전형: 해당 직무에 요구되는 직무능력을 면접을 통해 심사○ 합격기준: 심사위원회 면접 결과 고득점 순으로 선발7. 모집 일정 및 접수처가. 공고 및 접수 기간: 2021. 9. 1.(수) ~ 9. 10.(금) (10일간)- 제출서류 양식은 공고문에 첨부된 양식을 출력하여 사용- 접수 방법: 접수 기간 내 아래 9호의 신청서 등 제출서류를 작성하여 접수처로 제출※ 방문 접수가 원칙이나 코로나19 상황임을 감안 우편 접수, 담당자 전자우편(이메일) 접수 가능나. 서류 전형- 일정(예정): 2021. 9. 13.(월)- 1차 서류(심사) 전형 합격자 통보: 9. 14.(화)다. 면접 전형(서류심사 합격자에 한함)- 일정(예정): 2021. 9. 27.(월)~9.30.(목) 중 추후 결정 개별 통보마. 접수처: 중구보건소 4층 건강관리과 건강마을팀 ☎02-3396-5671~72- 주소: 서울특별시 중구 다산로39길 16, 4층 (무학동, 중구보건소) 건강관리과 건강마을팀 금연지도원 위·해촉 관리 담당자- 전자우편: seekee@junggu.seoul.kr8. 최종 선발 통보○ 2021. 10. 1.(금), 합격자에 한해 개인별 통보※ 면접시험 및 최종합격자 발표 일정은 추후 변경될 수 있으며, 변경될 경우 신청자 개인별로 별도 일정 통보함9. 제출서류가. 금연지도원 신청서 1부(사진 포함) - 필수 서류나. 비영리법인, 비영리민간단체 소속으로 단체의 장의 추천서(사진포함) 1부※ 추천서 제출은 추천받는 경우에 한함다. 이력서 1부 - 필수 서류라. 개인정보 수집,이용 및 처리 동의서(양식) 1부마. 보건사업 관련 업무 경력증명서(확인서) 1부(※해당자에 한함)10. 신청자 유의사항 안내○ 신청자는 자격 등이 적합한 지 정확히 확인한 후 응모하시기 바랍니다.○ 제출서류 중 누락 서류가 있는 경우 접수하지 않으며, 제출된 서류는 일체 반환하지 않습니다.○ 신청서, 추천서, 이력서 및 각종 증명서의 기재 사항 착오？누락, 허위 기재 및 연락처 오기재로 연락 불능 등으로 발생하는 불이익은 일체 신청자의 책임입니다.○ 경력 사항은 증명서나 확인서에 의해 확인 가능한 것만 인정하며, 합격(선발)한 후라도 각종 증명서의 기재 내용이 사실과 다르거나 근무 부서 자격 기준 부적합 및 결격사유가 확인될 경우 채용을 취소할 수 있습니다.○ 선발 후 합격 포기 등의 사유로 결원이 발생할 경우 득점 차순위자 순으로 최종 합격자를 결정할 수 있습니다.○ 신청 인원이 모집 인원과 같거나 미달하더라도 적격자가 없을 경우 선발하지 않을 수 있습니다.○ 본 공고문(모집 일정)은 사정에 의해 변경될 수 있으며, 변경 사항은 별도 안내합니다.○ 금연지도원 활동 관련 우리 구 예산(사업비)가 소진될 경우 사업이 종료될 수 있습니다.○ 기타 자세한 사항은 서울특별시 중구보건소 건강관리과 건강마을팀 금연사업 금연지도원 위？해촉 관리 담당 주무관(☎02-3396-5671~72)에게 문의주시기 바랍니다.붙임 1. 금연지도원 신청서(양식) 1부2. 금연지도원 추천서(양식) 1부3. 이력서(양식) 1부4. 개인정보 수집·이용 및 처리 동의서(양식) 1부. 끝.",별도문의 02-6220-8640,금연지도원 모집 공고.zip,,민간,중구 금연지도원 모집,,무관,모집 완료 시 마감
